gene_id	CD-PTKO_18_27m_vs_CD-PTWT_18_27m	CD_PTWT_16m_vs_CD_PTWT_6m	CD_PTWT_6m_vs_WD_PTWT_6m	CD_PTWT_18_27m_vs_CD_PTWT_6m	CD_PTWT_18_27m_vs_WD_PTWT_18_27m	WD-PTKO_18_27m_vs_CD-PTWT_18_27m	WD_PTWT_16m_vs_WD_PTWT_6m	WD-PTWT_18_27m_vs_WD-PTKO_18_27m	CD_PTWT_16m_vs_WD_PTWT_16m	WD-PTWT_18_27m_vs_CD-PTWT_18_27m	WD_PTWT_18_27m_vs_WD_PTWT_6m	WD-PTKO_18_27m_vs_CD-PTKO_18_27m
ENSMUSG00000030220	1.44666	-0.22071100000000002	-0.0755194	0.256842	0.561137	1.2536200000000002	0.0994539	-0.702175	-0.405512	0.561137	0.738524	-0.190142
ENSMUSG00000030223	0.44076899999999997	-0.0558687	-0.500398	0.0211984	0.468088	1.2799200000000002	0.0400625	-0.820166	-0.605425	0.468088	-0.015050299999999999	0.8404719999999999
ENSMUSG00000030225	-0.990383	0.018159799999999997	0.331329	-0.19543	-0.243573	-1.07459	0.30821	0.8206379999999999	0.031542	-0.243573	-0.111276	-0.0829108
ENSMUSG00000030268	-1.16943	-0.696176	1.40245	-1.34217	-0.29180500000000004	-1.45783	0.0558107	1.15856	0.6388050000000001	-0.29180500000000004	-0.234857	-0.290781
ENSMUSG00000030278	-1.71548	-0.618809	0.573466	1.91365	1.3368799999999998	-0.676571	-1.2609299999999999	1.99925	1.20735	1.3368799999999998	3.82047	1.0368899999999999
ENSMUSG00000030283	-0.49846899999999994	-0.186527	0.380598	-0.203823	-0.572022	-1.09725	0.0351498	0.51462	0.148519	-0.572022	-0.398836	-0.599584
ENSMUSG00000030359	-0.0266298	-0.391461	0.820875	-0.575547	-1.37388	-1.9340099999999998	-0.125903	0.5485180000000001	0.544722	-1.37388	-1.1320299999999999	-1.9082700000000001
ENSMUSG00000030364	-0.577272	0.9598540000000001	0.120323	1.09941	-0.47642700000000004	-1.3919	0.763242	0.9054620000000001	0.308127	-0.47642700000000004	0.739112	-0.8156640000000001
ENSMUSG00000030413	1.5494	0.330517	-0.21787399999999998	0.819729	1.24895	3.7317400000000003	0.774831	-2.4903	-0.669954	1.24895	1.8479700000000001	2.18836
ENSMUSG00000030474	2.65605	-0.216653	-0.193877	0.664316	0.621065	1.8601599999999998	-0.25551399999999996	-1.24786	-0.165509	0.621065	1.08715	-0.791968
ENSMUSG00000030483	-1.33031	-1.25396	1.08909	-1.7334599999999998	-1.15646	-1.42649	-1.20852	0.260911	1.03358	-1.15646	-1.8037599999999998	-0.09242130000000001
ENSMUSG00000030498	-0.33113000000000004	-0.0111576	0.43428100000000003	-0.07615169999999999	-0.5790310000000001	-1.02944	0.222429	0.440144	0.19059600000000002	-0.5790310000000001	-0.224679	-0.699313
ENSMUSG00000030546	-1.52589	-1.8932799999999999	2.0767900000000004	2.24802	1.67065	-1.14425	-14.8248	2.80144	16.9225	1.67065	5.99124	0.373397
ENSMUSG00000030560	2.2410200000000002	-0.28481999999999996	-0.14995899999999998	0.564546	0.734888	1.9941400000000002	-0.11096800000000001	-1.26712	-0.33332399999999995	0.734888	1.1455799999999998	-0.24242600000000003
ENSMUSG00000030577	1.1204399999999999	2.35806	-0.791531	1.3968	1.98157	1.5186	1.68495	0.445233	-0.126006	1.98157	2.58409	0.39913200000000004
ENSMUSG00000030579	2.26779	-0.293598	0.07546119999999999	0.697921	0.734696	2.12793	0.699137	-1.40068	-0.927824	0.734696	1.50404	-0.137932
ENSMUSG00000030616	0.0750821	0.12776400000000002	-0.010962200000000002	0.856632	0.321313	0.806288	0.0444767	-0.493238	0.0619076	0.321313	1.16299	0.7280399999999999
ENSMUSG00000030711	0.475329	-0.20596799999999998	-0.022251	0.010112799999999998	0.9276049999999999	1.6586299999999998	0.173324	-0.738827	-0.411498	0.9276049999999999	0.911552	1.18789
ENSMUSG00000030717	1.82285	0.200243	-0.165714	0.415235	1.7455200000000002	4.58035	0.0542361	-2.84052	-0.029534300000000003	1.7455200000000002	1.99069	2.7593900000000002
ENSMUSG00000030724	0.291026	-0.7728659999999999	0.00722814	1.6594799999999998	0.649489	0.33982399999999996	1.8400400000000001	0.293437	-2.61475	0.649489	2.31327	0.0446265
ENSMUSG00000030748	0.8984770000000001	0.0705706	-0.207929	0.322029	0.391651	1.40182	-0.11690199999999999	-1.0189700000000002	-0.0298637	0.391651	0.502091	0.508138
ENSMUSG00000030786	3.54395	-0.196071	-0.09340810000000001	1.38086	1.06396	2.81924	0.806651	-1.76206	-1.10691	1.06396	2.34678	-0.722968
ENSMUSG00000030789	1.75155	-0.24751900000000002	0.045267199999999994	0.27281500000000003	0.588784	0.773642	0.46920600000000007	-0.19632	-0.682347	0.588784	0.903121	-0.973834
ENSMUSG00000030825	0.30467	-0.0899641	-0.22316399999999997	-0.42505299999999996	1.27169	1.42479	-0.314861	-0.161616	-0.00778493	1.27169	0.6200939999999999	1.1197700000000002
ENSMUSG00000030830	1.9074799999999998	-0.176253	-0.429321	0.683366	0.717856	1.24581	0.23706799999999997	-0.539632	-0.853643	0.717856	0.968137	-0.660041
ENSMUSG00000030844	1.42518	-0.598791	0.53428	0.15522	0.6987220000000001	1.5416100000000001	0.587241	-0.851759	-0.6620020000000001	0.6987220000000001	1.3841	0.11785
ENSMUSG00000030921	1.15552	-0.659108	-0.0714318	0.164021	0.45194700000000004	0.8346620000000001	-0.42993000000000003	-0.392972	-0.310436	0.45194700000000004	0.540668	-0.320137
ENSMUSG00000030935	-0.507246	-0.823751	1.70717	-1.13173	-2.29182	-4.13577	-0.28470500000000004	1.83254	1.15774	-2.29182	-1.71993	-3.63085
ENSMUSG00000031004	1.56841	-0.799131	0.0747461	0.737046	0.377793	1.05665	0.381402	-0.690126	-1.1154	0.377793	1.18612	-0.508812
ENSMUSG00000031101	2.0676900000000002	-0.165277	0.20726399999999998	0.824944	0.8474870000000001	1.23654	0.9510129999999999	-0.400523	-0.919055	0.8474870000000001	1.87572	-0.829434
ENSMUSG00000031103	1.26993	-0.27722199999999997	-0.187879	0.452295	0.329154	1.04271	-0.199254	-0.72421	-0.275887	0.329154	0.58977	-0.223885
ENSMUSG00000031129	1.8687900000000002	-0.400835	0.050561199999999994	0.290748	0.756182	1.4651100000000001	0.483703	-0.7184010000000001	-0.844183	0.756182	1.09313	-0.403908
ENSMUSG00000031146	0.6340439999999999	0.35678000000000004	-0.663363	0.41753500000000004	0.430937	1.44864	-0.113501	-1.02712	-0.202724	0.430937	0.18145999999999998	0.819088
ENSMUSG00000031165	2.41552	-0.6691	-0.0104646	0.49581400000000003	0.48634799999999995	1.4907	0.110206	-1.01397	-0.799462	0.48634799999999995	0.967719	-0.923349
ENSMUSG00000031264	2.51473	-1.58102	0.8195959999999999	-0.172532	0.989718	1.59132	0.06251469999999999	-0.610474	-0.837353	0.989718	1.63287	-0.92264
ENSMUSG00000031283	-0.43111499999999997	-1.21785	1.55578	-1.34154	-0.10454100000000001	-0.924167	-0.483231	0.8102	0.811242	-0.10454100000000001	0.106144	-0.49598000000000003
ENSMUSG00000031304	2.16181	-0.340441	0.246158	0.323746	0.43644499999999997	1.3485200000000002	0.440821	-0.922746	-0.545192	0.43644499999999997	1.00242	-0.808902
ENSMUSG00000031342	0.645205	-0.174229	-0.224502	0.477336	0.225106	1.1704299999999999	-0.40228800000000003	-0.953398	-0.00703948	0.225106	0.473854	0.525532
ENSMUSG00000031367	1.41525	-0.378756	0.00979154	0.281389	0.401564	1.1970399999999999	-0.0582009	-0.804949	-0.321126	0.401564	0.688729	-0.213788
ENSMUSG00000031382	-0.503522	-0.0907068	-1.89641	-0.0244846	0.8853719999999999	0.8244379999999999	-1.469	0.0534375	-0.526467	0.8853719999999999	-1.0390700000000002	1.3284200000000002
ENSMUSG00000031445	-0.567345	0.310666	0.5893510000000001	0.0428895	-1.2322799999999998	-1.8790200000000001	-0.101448	0.635271	0.991585	-1.2322799999999998	-0.6035560000000001	-1.31223
ENSMUSG00000031453	1.0338100000000001	-0.295862	0.270947	0.35629299999999997	0.566413	0.8798790000000001	0.207515	-0.324167	-0.242548	0.566413	1.18989	-0.151576
ENSMUSG00000031490	0.39103699999999997	0.0715862	-0.24885300000000002	0.0902829	0.336289	1.62572	-0.10385899999999999	-1.29772	-0.0828464	0.336289	0.17418699999999998	1.23916
ENSMUSG00000031506	1.9836900000000002	-0.527095	0.132079	0.204967	0.607846	1.05677	0.329457	-0.45973	-0.734638	0.607846	0.9411010000000001	-0.92605
ENSMUSG00000031538	0.49168199999999995	0.115316	-0.353306	0.42945	0.735653	2.09598	0.114567	-1.3679	-0.36235300000000004	0.735653	0.807719	1.60648
ENSMUSG00000031659	1.61169	-0.061066999999999996	-0.00556246	0.568234	0.518837	1.06803	0.318842	-0.560339	-0.39655100000000004	0.518837	1.07732	-0.542305
ENSMUSG00000031662	1.9512099999999999	-0.316812	0.560426	0.47690699999999997	0.746744	1.33012	0.676184	-0.595331	-0.442672	0.746744	1.7803400000000003	-0.618019
ENSMUSG00000031684	1.13963	-0.0981221	-1.20977	-0.0611422	0.131705	0.0318566	-1.27004	0.0896813	-0.0489483	0.131705	-1.1424	-1.1072600000000001
ENSMUSG00000031709	0.603074	-0.166994	0.321459	0.42113900000000004	0.302203	0.434766	0.0869884	-0.141782	0.0571196	0.302203	1.04093	-0.168292
ENSMUSG00000031710	19.4111	-1.09686	-3.08493	-18.0986	19.9419	20.1301	-1.8486799999999999	1.85233	-2.34013	19.9419	3.5891300000000004	4.665769999999999
ENSMUSG00000031722	0.7415689999999999	0.815531	-3.12679	3.34001	1.9222400000000002	2.59987	-2.66244	-0.6857260000000001	0.342939	1.9222400000000002	2.1318900000000003	1.85893
ENSMUSG00000031725	-0.349396	-0.154952	0.0391106	-0.442874	-0.49302399999999996	-1.44528	-0.132076	0.9414469999999999	0.00637713	-0.49302399999999996	-0.900302	-1.09666
ENSMUSG00000031799	0.5229050000000001	-0.141179	-0.19826	0.208098	0.266726	1.41245	-0.105898	-1.15388	-0.243137	0.266726	0.27269099999999996	0.891813
ENSMUSG00000031805	0.686923	-0.100229	-0.160201	0.183205	0.515529	1.21636	0.027974799999999998	-0.7100069999999999	-0.29811	0.515529	0.534768	0.53161
ENSMUSG00000031825	0.9797809999999999	-0.741793	0.20192000000000002	0.272555	0.289517	1.3138299999999998	-0.309434	-1.03385	-0.24022	0.289517	0.759653	0.33776100000000003
ENSMUSG00000031875	1.0136399999999999	-0.661092	-0.0333041	0.132661	0.199451	0.971669	-0.374703	-0.782852	-0.329935	0.199451	0.29490900000000003	-0.040031300000000006
ENSMUSG00000031880	0.378755	0.21816300000000002	-0.643197	0.5018729999999999	0.042212900000000005	1.66261	-0.278935	-1.62781	-0.15631	0.042212900000000005	-0.102869	1.2863
ENSMUSG00000032000	0.882117	-0.0198498	0.267721	0.494295	0.480074	1.7241799999999998	0.382135	-1.25387	-0.144406	0.480074	1.23814	0.845701
ENSMUSG00000032011	1.62555	-0.376242	0.226503	0.22559899999999997	0.786936	1.40068	0.675525	-0.622633	-0.8357110000000001	0.786936	1.23479	-0.225277
ENSMUSG00000032053	2.1907400000000004	-0.0551318	0.00695946	1.4343299999999999	2.97594	2.53072	1.98458	0.43019300000000005	-2.0437	2.97594	4.41362	0.338953
ENSMUSG00000032068	0.098496	-0.217317	0.0652952	-0.39265100000000003	1.37021	1.33531	-0.679775	0.026816399999999997	0.517957	1.37021	1.0387	1.2363
ENSMUSG00000032076	-0.16357	-0.00783329	0.138024	0.149855	-0.685203	-1.03423	0.0351809	0.338015	0.0854343	-0.685203	-0.400846	-0.868484
ENSMUSG00000032081	0.87131	0.261684	-2.06927	-0.24220999999999998	0.5241600000000001	1.8478900000000003	-1.92936	-1.33477	0.11387	0.5241600000000001	-1.79017	0.9872629999999999
ENSMUSG00000032083	0.637441	0.316703	-3.4626699999999997	-0.17849600000000002	0.991132	1.2813700000000001	-3.7662699999999996	-0.300632	0.612776	0.991132	-2.65364	0.650287
ENSMUSG00000032089	1.78492	-0.0375292	-0.127771	0.768016	0.372528	1.0950600000000001	0.382333	-0.7331409999999999	-0.558358	0.372528	1.0084899999999999	-0.687872
ENSMUSG00000032092	0.17666400000000002	0.101319	-1.03007	0.06480169999999999	0.9634879999999999	1.02754	-0.167465	-0.074085	-0.770975	0.9634879999999999	-0.00548194	0.853032
ENSMUSG00000032093	1.82568	-0.308985	-0.748003	1.07433	0.6700119999999999	1.06599	0.9250700000000001	-0.40779699999999997	-1.9946400000000002	0.6700119999999999	0.9925350000000001	-0.758694
ENSMUSG00000032231	0.749972	-0.13003199999999998	-0.0464925	0.192237	0.49265	1.97271	-0.023734599999999998	-1.48719	-0.162771	0.49265	0.634355	1.22295
ENSMUSG00000032254	0.510542	-0.52369	0.560599	-0.453442	0.351659	1.97308	0.18459	-1.6263299999999998	-0.158074	0.351659	0.454301	1.46435
ENSMUSG00000032269	0.14315	0.7762220000000001	-0.504487	1.3370799999999998	1.1770200000000002	0.88933	0.16953800000000002	0.279816	0.0928713	1.1770200000000002	2.0053900000000002	0.746866
ENSMUSG00000032327	-0.30885799999999997	0.433399	0.145849	1.56053	0.0547595	0.164438	0.25655100000000003	-0.11982000000000001	0.313805	0.0547595	1.75722	0.471059
ENSMUSG00000032334	1.17801	-0.7265659999999999	-0.20664200000000002	0.518478	-0.0033299	0.789396	-0.22693899999999997	-0.803068	-0.7159989999999999	-0.0033299	0.30444899999999997	-0.386247
ENSMUSG00000032348	0.10896900000000001	0.310255	-0.215223	0.795501	0.36485300000000004	1.10548	0.199204	-0.751171	-0.114032	0.36485300000000004	0.941157	0.999533
ENSMUSG00000032484	2.93066	-16.7638	-1.6917900000000001	1.15588	4.44853	8.51797	-1.0851899999999999	-4.07648	-19.5331	4.44853	3.90905	5.59512
ENSMUSG00000032487	0.485471	-0.0256031	-1.16072	1.0520200000000002	0.247356	2.24322	-1.88755	-2.00132	0.693398	0.247356	0.135239	1.7563400000000002
ENSMUSG00000032523	-0.8555799999999999	0.202818	0.36738699999999996	-0.0925628	-0.642258	-1.7312900000000002	-0.34536	1.0797299999999999	0.9063680000000001	-0.642258	-0.371158	-0.876294
ENSMUSG00000032554	1.5748799999999998	0.191987	-0.8510979999999999	1.19241	0.62522	1.7648400000000002	-0.011508299999999999	-1.14941	-0.6565489999999999	0.62522	0.9628129999999999	0.19434500000000002
ENSMUSG00000032564	-0.38974699999999995	0.0568741	0.42427600000000004	0.205002	-1.0057	-1.2718	0.541385	0.25546599999999997	-0.0701372	-1.0057	-0.380156	-0.8836620000000001
ENSMUSG00000032578	-0.0661283	0.362532	-0.442272	0.747091	0.354586	0.797941	1.2518	-0.450992	-1.33902	0.354586	0.655831	0.86454
ENSMUSG00000032690	1.51159	-0.592672	-0.338221	0.381536	1.16831	1.76485	0.00483483	-0.6055619999999999	-0.946167	1.16831	1.20774	0.25269899999999995
ENSMUSG00000032691	2.17867	-0.00468111	0.214569	1.18991	-0.15662	1.50536	-0.10841300000000001	-1.6686299999999998	0.30892	-0.15662	1.24337	-0.6710020000000001
ENSMUSG00000032715	0.30056	-0.19428900000000002	-0.849984	0.810265	-0.18466	1.9141099999999998	-0.511606	-2.10677	-0.541856	-0.18466	-0.22817300000000001	1.61779
ENSMUSG00000032717	1.31395	-0.277403	-0.6334890000000001	0.42376	-0.265351	2.4035	-0.112028	-2.67735	-0.809866	-0.265351	-0.479735	1.09191
ENSMUSG00000032849	0.5775399999999999	0.9858610000000001	-0.542082	1.1265100000000001	0.203987	0.829893	0.762013	-0.637497	-0.327228	0.203987	0.7848350000000001	0.254591
ENSMUSG00000032854	-0.15956099999999998	-0.185946	0.23933800000000002	-0.21138200000000001	-0.361056	-1.06033	0.20817	0.689087	-0.16461900000000002	-0.361056	-0.336549	-0.9012030000000001
ENSMUSG00000032899	-0.501387	-0.213635	-0.41605600000000004	0.042256199999999994	1.26715	0.36964600000000003	0.0372867	0.888214	-0.6756949999999999	1.26715	0.889484	0.869477
ENSMUSG00000032915	2.5325	-0.522551	-0.10996099999999999	0.246984	1.16057	1.41277	0.0652044	-0.264519	-0.7088840000000001	1.16057	1.29413	-1.11795
ENSMUSG00000033192	2.39233	-0.0632372	0.287105	0.389455	0.9941559999999999	2.27374	0.51375	-1.2885799999999998	-0.29885500000000004	0.9941559999999999	1.6669900000000002	-0.11656199999999999
ENSMUSG00000033213	4.45943	-0.188814	-0.0420731	0.534867	1.38858	4.88086	1.34428	-3.4990699999999997	-1.5824799999999999	1.38858	1.87851	0.428833
ENSMUSG00000033220	2.27089	0.194718	-0.032634500000000004	1.38917	0.337225	1.5055100000000001	0.697236	-1.17667	-0.545875	0.337225	1.68996	-0.763829
ENSMUSG00000033508	0.924592	-0.481984	0.273667	-0.588399	0.921377	3.40942	-0.43699	-2.49725	0.217479	0.921377	0.603268	2.4915700000000003
ENSMUSG00000033538	1.32692	-0.175825	0.359867	0.581971	0.747803	2.48555	0.309203	-1.74511	-0.13468	0.747803	1.6857799999999998	1.15952
ENSMUSG00000033653	-0.549633	-0.30408	0.665198	-0.568509	-1.06384	-1.6539400000000002	-0.37596599999999997	0.579167	0.726734	-1.06384	-0.970892	-1.1047
ENSMUSG00000033676	-0.185146	-0.32810300000000003	0.41840200000000005	-0.0576179	-0.9247360000000001	-1.171	0.0987151	0.235904	-0.0183548	-0.9247360000000001	-0.567657	-0.9873700000000001
ENSMUSG00000033685	1.59669	0.0177038	-0.8289569999999999	0.0284423	0.6769270000000001	1.6495099999999998	-0.492486	-0.98261	-0.3278	0.6769270000000001	-0.126905	0.060101800000000004
ENSMUSG00000033715	-0.6889689999999999	-0.6280600000000001	0.904381	-1.0767200000000001	-0.9191010000000001	-2.2147900000000003	0.0358156	1.28551	0.229553	-0.9191010000000001	-1.09465	-1.52597
ENSMUSG00000033777	3.4188400000000003	-0.5533560000000001	0.131552	0.597258	1.1308	2.33018	0.764325	-1.2081899999999999	-1.1962899999999999	1.1308	1.85535	-1.0844
ENSMUSG00000033831	3.65047	0.8540280000000001	-3.66344	2.78965	0.7178329999999999	4.87352	-2.11944	-4.16728	-0.696994	0.7178329999999999	-0.15967	1.23386
ENSMUSG00000033860	3.39391	0.872654	-3.14498	1.67355	1.2098	4.02741	-2.2605299999999997	-2.82708	-0.019051	1.2098	-0.265432	0.642392
ENSMUSG00000033880	1.15762	-0.233789	-0.33550599999999997	0.35111	0.66927	1.05752	0.33528800000000003	-0.398455	-0.914417	0.66927	0.6809569999999999	-0.09789439999999999
ENSMUSG00000033998	0.296506	0.173913	-0.582398	0.048660400000000006	1.13517	1.55586	-0.432976	-0.428712	0.0151578	1.13517	0.598125	1.26179
ENSMUSG00000034116	2.1644400000000004	-0.388703	0.251046	0.18845499999999998	0.76978	1.71205	1.0468	-0.950141	-1.19401	0.76978	1.20504	-0.45250799999999997
ENSMUSG00000034220	0.136576	-0.342192	-0.267202	-0.643991	0.785745	1.49054	0.18557200000000001	-0.712322	-0.804953	0.785745	-0.129028	1.3579
ENSMUSG00000034227	-0.00135556	0.42469399999999996	-1.45931	2.90593	0.0263436	0.654452	0.394658	-0.6355970000000001	-1.43949	0.0263436	1.4689	0.646621
ENSMUSG00000034361	0.952425	-0.12103599999999999	0.0566663	0.15266500000000002	0.45712600000000003	1.60285	-0.0819855	-1.1547	0.00741055	0.45712600000000003	0.662776	0.65418
ENSMUSG00000034394	0.941903	0.262383	-0.688904	2.11655	-0.0886146	2.41825	-0.513688	-2.5173	0.0747284	-0.0886146	1.3351	1.4780200000000001
ENSMUSG00000034422	1.10285	-0.455791	0.019272	0.267541	0.39507800000000004	0.859216	0.121827	-0.47415	-0.568439	0.39507800000000004	0.677913	-0.243123
ENSMUSG00000034459	1.47183	-0.699609	0.115943	0.0613294	0.784029	0.880992	0.49407299999999993	-0.106803	-1.08839	0.784029	0.957492	-0.591939
ENSMUSG00000034463	1.05408	1.2163899999999999	-1.30946	1.95166	1.0797	1.17944	-1.34132	-0.11006700000000001	1.2407700000000002	1.0797	1.7176	0.12493900000000001
ENSMUSG00000034522	0.205623	0.5022979999999999	-1.0737	0.5660390000000001	0.397438	0.377738	-0.265608	0.00982579	-0.315433	0.397438	-0.114194	0.17315899999999998
ENSMUSG00000034593	-0.624512	-1.1808299999999998	1.3857899999999999	-1.08755	-0.48236999999999997	-0.898925	-0.115002	0.40678200000000003	0.309083	-0.48236999999999997	-0.187453	-0.27486700000000003
ENSMUSG00000034595	1.34673	-0.431886	-0.038080199999999995	0.197884	0.32077	1.15695	-0.255245	-0.845894	-0.225496	0.32077	0.476563	-0.187568
ENSMUSG00000034612	-0.261846	-0.31288	0.357089	-0.457938	-0.650924	-1.37045	-0.11993399999999999	0.709555	0.15398499999999998	-0.650924	-0.755483	-1.10809
ENSMUSG00000034634	1.4959	1.14925	-0.568579	1.29617	2.92605	1.85303	2.24401	1.06253	-1.6731599999999998	2.92605	3.6494800000000005	0.352747
ENSMUSG00000034641	2.25088	-0.799301	0.000565681	0.557765	0.478576	1.73807	0.168953	-1.26805	-0.9773850000000001	0.478576	1.03273	-0.509158
ENSMUSG00000034652	2.8286700000000002	0.27869499999999997	-0.0269126	0.27487399999999995	1.22876	1.6212600000000001	0.21019000000000002	-0.403835	0.0316269	1.22876	1.4732299999999998	-1.20135
ENSMUSG00000034684	0.73254	-0.286529	-0.09078989999999999	-0.08334130000000001	0.530408	1.52549	-0.399035	-1.00397	0.0118811	0.530408	0.352405	0.7971600000000001
ENSMUSG00000034765	0.569959	0.195448	-0.171565	0.12299700000000001	0.363498	1.67763	-0.0966163	-1.3231	0.10930799999999999	0.363498	0.311266	1.11285
ENSMUSG00000034785	-0.38755100000000003	0.33064099999999996	0.126893	-0.187644	1.22316	0.767774	0.317689	0.446446	0.130433	1.22316	1.15915	1.15446
ENSMUSG00000034825	-0.311657	1.31508	0.12946400000000002	1.06758	1.31029	0.835358	0.5183	0.464607	0.916065	1.31029	2.50327	1.15069
ENSMUSG00000034871	-0.404817	0.496386	0.591399	0.29281799999999997	-1.08087	-1.78173	0.359309	0.690036	0.718548	-1.08087	-0.200426	-1.3781299999999999
ENSMUSG00000035000	-2.7519299999999998	0.0239291	-0.342099	0.0325282	0.306852	-1.9979799999999999	-0.00429391	2.29483	-0.323651	0.306852	-0.0062907	0.753889
ENSMUSG00000035042	2.38484	-0.177262	0.0669551	0.850656	0.778067	1.56389	1.91905	-0.796633	-2.04136	0.778067	1.6913900000000002	-0.816788
ENSMUSG00000035186	1.1215700000000002	0.256771	0.706893	1.8815099999999998	0.6840430000000001	1.17272	1.98092	-0.497733	-1.02758	0.6840430000000001	3.2684599999999997	0.0490131
ENSMUSG00000035273	1.1103299999999998	-0.539702	0.626307	0.296149	1.6450099999999999	1.5585200000000001	0.866518	0.076126	-0.7891859999999999	1.6450099999999999	2.56325	0.448686
ENSMUSG00000035356	0.87585	-0.055243600000000004	-0.546044	0.623413	0.496777	1.5929	-0.27138	-1.10448	-0.339246	0.496777	0.570214	0.719178
ENSMUSG00000035373	2.75257	18.6372	-17.227	17.7993	1.2639799999999999	1.48007	1.98945	-0.223426	-2.2631099999999997	1.2639799999999999	3.4205	-1.27535
ENSMUSG00000035385	1.51084	0.39602800000000005	0.860598	1.972	0.7254470000000001	1.33396	1.47625	-0.616095	-0.231758	0.7254470000000001	3.55364	-0.18046099999999998
ENSMUSG00000035493	1.5406	-0.354725	-0.305477	0.89992	0.26356799999999997	1.4561899999999999	0.025680200000000004	-1.20166	-0.6957939999999999	0.26356799999999997	0.853981	-0.08166319999999999
ENSMUSG00000035504	0.298346	0.565224	-0.717445	0.0351606	-0.47758999999999996	0.00558609	-0.148302	-0.49602700000000005	-0.012818799999999998	-0.47758999999999996	-1.16306	-0.288059
ENSMUSG00000035540	1.9993599999999998	0.829541	-1.8859599999999999	1.51288	0.954881	2.5331200000000003	-0.348006	-1.58751	-0.717079	0.954881	0.5779310000000001	0.539299
ENSMUSG00000035638	0.08853639999999999	0.13839	0.20802600000000002	-0.046301300000000004	1.7337099999999999	0.8903049999999999	-0.5006	0.833976	0.8363729999999999	1.7337099999999999	1.89136	0.797821
ENSMUSG00000035673	0.521491	0.0407062	-0.31054	0.16334100000000001	0.372657	2.0731	-0.250922	-1.70829	-0.0284982	0.372657	0.221798	1.55532
ENSMUSG00000035681	0.362592	0.947041	-0.77823	1.0123	1.02429	0.8680549999999999	0.0837283	0.146036	0.0757544	1.02429	1.25476	0.5068520000000001
ENSMUSG00000035686	0.42876499999999995	-0.513824	0.181779	0.41472200000000004	1.3106200000000001	0.401955	0.46782799999999997	0.8976940000000001	-0.809212	1.3106200000000001	1.90271	-0.0265365
ENSMUSG00000035697	1.2208	0.146972	-0.046966900000000006	0.872135	0.5657369999999999	1.17487	0.575102	-0.6196	-0.485113	0.5657369999999999	1.38705	-0.0438783
ENSMUSG00000035711	1.5215	-0.2181	-0.0556987	0.292602	0.536043	1.44527	0.338554	-0.9187549999999999	-0.622002	0.536043	0.769209	-0.0717804
ENSMUSG00000035775	1.9688599999999998	1.55231	-2.39093	3.7068800000000004	2.28295	4.88539	0.0219793	-2.61516	-0.865562	2.28295	3.59605	2.92298
ENSMUSG00000035778	1.30364	-0.292896	-0.0018746	0.13194	0.565997	0.9445969999999999	-0.216146	-0.38912399999999997	-0.089009	0.565997	0.692036	-0.357229
ENSMUSG00000035780	-0.788987	0.385284	0.380131	0.10728299999999999	-1.13215	-2.1705099999999997	0.591104	1.02825	0.163874	-1.13215	-0.648299	-1.3820700000000001
ENSMUSG00000035969	0.49686400000000003	-0.140312	-0.40939200000000003	0.315892	0.715192	1.20933	-0.100202	-0.502831	-0.45943999999999996	0.715192	0.617808	0.713771
ENSMUSG00000036040	0.8092600000000001	-0.32121700000000003	-0.07637730000000001	0.0912656	0.5657810000000001	1.35235	0.265357	-0.796569	-0.672477	0.5657810000000001	0.577121	0.548615
ENSMUSG00000036067	2.32812	0.408765	-0.301483	1.0465799999999998	1.23669	2.65478	0.33810300000000004	-1.42625	-0.24057699999999999	1.23669	1.9788299999999999	0.33268600000000004
ENSMUSG00000036206	0.136213	0.0355296	-0.163326	0.21903899999999998	0.267014	1.10989	-0.354912	-0.850701	0.21700999999999998	0.267014	0.318732	0.9745590000000001
ENSMUSG00000036225	0.292934	0.09628239999999999	-0.198774	0.226068	0.27208899999999997	1.41188	-0.010715	-1.14785	-0.10157999999999999	0.27208899999999997	0.295618	1.12215
ENSMUSG00000036356	0.131676	-0.281082	0.7853939999999999	-0.14334000000000002	-0.29522	-1.03706	0.105715	0.732137	0.388459	-0.29522	0.34278000000000003	-1.1693799999999999
ENSMUSG00000036390	0.407783	-0.053248199999999996	-0.249284	-0.104006	0.297094	1.47561	-0.759958	-1.1869299999999998	0.447326	0.297094	-0.059415199999999994	1.07122
ENSMUSG00000036437	0.742175	0.369367	0.45043900000000003	1.43394	0.365165	0.148333	0.24385500000000002	0.20795999999999998	0.5659850000000001	0.365165	2.24531	-0.603386
ENSMUSG00000036446	1.31617	-0.491703	-0.155033	1.00421	1.18369	1.14398	0.6497	0.0302718	-1.30706	1.18369	2.0282400000000003	-0.178622
ENSMUSG00000036564	0.146582	-0.145866	-0.216239	-0.630587	1.92325	1.39405	-0.627509	0.519417	0.253419	1.92325	1.07209	1.24517
ENSMUSG00000036594	1.25759	-0.42099	0.288045	0.7060770000000001	0.359302	1.29542	0.523908	-0.945702	-0.667557	0.359302	1.34932	0.0374171
ENSMUSG00000036856	0.54442	0.605219	0.0799497	0.699833	2.1760200000000003	1.85834	0.342279	0.310283	0.333808	2.1760200000000003	2.95096	1.3095299999999999
