gene_id	CD-PTKO_18_27m_vs_CD-PTWT_18_27m	CD_PTWT_16m_vs_CD_PTWT_6m	CD_PTWT_6m_vs_WD_PTWT_6m	CD_PTWT_18_27m_vs_CD_PTWT_6m	CD_PTWT_18_27m_vs_WD_PTWT_18_27m	WD-PTKO_18_27m_vs_CD-PTWT_18_27m	WD_PTWT_16m_vs_WD_PTWT_6m	WD-PTWT_18_27m_vs_WD-PTKO_18_27m	CD_PTWT_16m_vs_WD_PTWT_16m	WD-PTWT_18_27m_vs_CD-PTWT_18_27m	WD_PTWT_18_27m_vs_WD_PTWT_6m	WD-PTKO_18_27m_vs_CD-PTKO_18_27m
ENSMUSG00000025475	0.522532	1.80663	-1.88532	4.03699	1.35037	2.66087	-0.20457899999999998	-1.31532	0.118467	1.35037	3.49791	2.1364799999999997
ENSMUSG00000025479	-0.616645	-0.026345900000000002	0.258409	-0.44885699999999995	-0.330685	-1.4057600000000001	0.135051	1.06464	0.08683810000000002	-0.330685	-0.5247649999999999	-0.788133
ENSMUSG00000025491	1.02546	-0.611079	-0.23990799999999998	0.408445	0.384751	2.25482	-0.442117	-1.87705	-0.419142	0.384751	0.54945	1.23043
ENSMUSG00000025492	1.1572	-0.43318900000000005	-0.315228	0.397407	0.235492	1.45661	-0.119396	-1.22979	-0.639134	0.235492	0.313707	0.30139299999999997
ENSMUSG00000025743	1.53345	-0.552891	-0.194614	0.139748	0.100435	0.48611800000000005	-0.271892	-0.396016	-0.48629799999999995	0.100435	0.0415875	-1.0452299999999999
ENSMUSG00000025804	3.61754	-0.6921069999999999	-0.491608	0.860604	1.75217	3.68034	0.115427	-1.9356099999999998	-1.3044	1.75217	2.11789	0.068064
ENSMUSG00000025889	-0.23492600000000002	0.09803139999999999	0.325268	0.483663	0.39329400000000003	0.840724	0.139728	-0.45533100000000004	0.2726	0.39329400000000003	1.19879	1.0795700000000001
ENSMUSG00000026042	-0.20613800000000002	-0.144539	0.628275	0.404188	0.09855850000000001	-0.2032	0.276117	0.293184	0.197129	0.09855850000000001	1.1269200000000001	0.00343067
ENSMUSG00000026043	1.01449	-1.39039	0.259098	0.48059799999999997	0.06691369999999999	0.552796	-0.306471	-0.496147	-0.834623	0.06691369999999999	0.802226	-0.4653
ENSMUSG00000026068	0.8339059999999999	-0.10997799999999999	-0.399793	0.814567	0.775118	2.7248200000000002	-1.2499799999999999	-1.9567	0.729071	0.775118	1.18506	1.8913
ENSMUSG00000026070	0.694866	-0.113515	0.6132770000000001	0.7620180000000001	0.869699	2.1598599999999997	-0.112229	-1.2969	0.600496	0.869699	2.24012	1.46071
ENSMUSG00000026073	1.9486400000000001	-2.21425	17.5747	0.0018995999999999998	1.07111	7.2772	19.4439	-6.20985	-0.694713	1.07111	22.5162	5.32819
ENSMUSG00000026094	1.27379	-0.0996061	-0.0840008	0.351134	0.42350699999999997	1.59887	0.0038183	-1.18415	-0.197936	0.42350699999999997	0.686761	0.32814499999999996
ENSMUSG00000026104	1.0468600000000001	-0.206775	0.063295	-0.0445386	0.280423	0.339887	0.327266	-0.0695525	-0.48053500000000005	0.280423	0.295479	-0.706163
ENSMUSG00000026121	1.2162899999999999	-0.12238299999999999	-0.602633	0.47097	-0.11365399999999999	1.37894	-1.0938	-1.50099	0.358209	-0.11365399999999999	-0.249518	0.165298
ENSMUSG00000026141	-0.479441	-0.109048	0.550768	0.145803	-1.5190700000000001	-2.92843	0.146116	1.3973	0.285379	-1.5190700000000001	-0.826241	-2.45004
ENSMUSG00000026167	1.2485899999999999	0.528516	-0.937018	1.1763700000000001	0.983665	2.58244	0.0710118	-1.60576	-0.487009	0.983665	1.21929	1.33536
ENSMUSG00000026177	2.85459	-0.665047	0.08697610000000001	0.576329	0.571153	2.25888	0.19008699999999998	-1.69714	-0.779864	0.571153	1.2307	-0.590321
ENSMUSG00000026180	1.79142	0.949253	-1.61189	1.59991	1.39676	4.70509	-2.7656099999999997	-3.31435	2.09155	1.39676	1.38152	2.917
ENSMUSG00000026189	-0.41254700000000005	0.0721684	0.21854	-0.18116400000000002	-0.5539350000000001	-1.09711	0.22215700000000002	0.532428	0.058469799999999995	-0.5539350000000001	-0.520173	-0.684625
ENSMUSG00000026193	0.608179	-1.00076	0.262943	0.26842699999999997	0.19445	0.430148	-0.222615	-0.245549	-0.525524	0.19445	0.721438	-0.179401
ENSMUSG00000026220	-0.568434	-0.13461900000000002	0.299014	-0.680897	1.17516	0.404504	0.320371	0.761757	-0.165195	1.17516	0.7902939999999999	0.976881
ENSMUSG00000026249	0.685271	0.185041	0.0749651	0.714385	0.444459	1.20097	0.390707	-0.764655	-0.140682	0.444459	1.22964	0.5147430000000001
ENSMUSG00000026285	3.7650900000000003	-1.3308799999999998	-1.09484	0.9467549999999999	2.33544	2.8912	1.95563	-0.566915	-4.39377	2.33544	2.18349	-0.867401
ENSMUSG00000026288	1.7011599999999998	-0.75956	0.576998	0.103379	0.359333	1.49136	0.651684	-1.14106	-0.8436670000000001	0.359333	1.03587	-0.206173
ENSMUSG00000026358	3.1607	-1.03284	0.231909	0.586064	1.13183	4.13311	1.2269	-3.00853	-2.04305	1.13183	1.94615	0.97759
ENSMUSG00000026395	1.6943099999999998	-0.393754	-0.0406402	0.6022	0.743771	1.25981	0.362297	-0.526483	-0.807345	0.743771	1.3012700000000001	-0.43358900000000006
ENSMUSG00000026415	-0.592597	0.485484	-0.497312	0.105931	-0.221842	-1.55659	0.07319110000000001	1.32426	-0.0946932	-0.221842	-0.616428	-0.9621270000000001
ENSMUSG00000026479	0.139842	-0.131053	-0.14201	0.00124673	0.354299	1.34412	-0.472121	-0.997972	0.18959	0.354299	0.20968699999999998	1.20708
ENSMUSG00000026480	1.6896799999999998	-0.6252880000000001	0.287247	0.248775	0.40312	1.9526400000000002	-0.0425406	-1.55777	-0.305601	0.40312	0.9350879999999999	0.267409
ENSMUSG00000026547	0.44354	0.06071080000000001	-0.383538	-0.08865880000000001	0.396918	1.0688	0.0122899	-0.6814979999999999	-0.344973	0.396918	-0.0788704	0.630034
ENSMUSG00000026580	1.01579	0.574941	0.315634	1.6600099999999998	0.34132399999999996	4.7581	0.721968	-4.42109	0.156067	0.34132399999999996	2.31198	3.7421699999999998
ENSMUSG00000026581	1.04247	-0.016406	-1.32959	1.29869	0.46986000000000006	2.7929	-0.8346819999999999	-2.3322	-0.520059	0.46986000000000006	0.4358	1.75521
ENSMUSG00000026582	1.39919	-0.781759	0.377249	-0.0487674	1.55182	4.7923800000000005	1.40099	-3.24674	-1.81687	1.55182	1.8767	3.3949199999999995
ENSMUSG00000026602	0.332677	-0.0647165	-0.41984799999999994	0.336169	0.743546	1.72085	0.299473	-0.985186	-0.79351	0.743546	0.655754	1.3885100000000001
ENSMUSG00000026621	-0.484676	1.2582	-0.864037	0.43041899999999994	-0.0458194	0.180397	0.31396399999999997	-0.238263	0.0688076	-0.0458194	-0.482465	0.67024
ENSMUSG00000026628	0.7317279999999999	-0.19599	0.777586	0.549229	0.18842	3.26937	1.2380200000000001	-3.09029	-0.668606	0.18842	1.51158	2.54192
ENSMUSG00000026669	-0.551978	-0.44498699999999997	0.202093	-0.868109	-0.580599	-1.07161	0.06717139999999999	0.479811	-0.321125	-0.580599	-1.25021	-0.517653
ENSMUSG00000026712	2.52408	-0.179005	0.167407	1.3472899999999999	0.81499	2.2852200000000003	0.30340100000000003	-1.4775200000000002	-0.325731	0.81499	2.32499	-0.23738099999999998
ENSMUSG00000026725	0.407911	-1.24521	0.037265	-0.130851	0.927292	-0.576289	-1.83702	1.49576	0.6178279999999999	0.927292	0.829628	-0.997927
ENSMUSG00000026728	1.25381	0.152316	-0.207393	0.542078	0.518171	1.7372299999999998	0.373744	-1.22777	-0.43815699999999996	0.518171	0.849093	0.486986
ENSMUSG00000026786	1.79702	0.332397	-0.19951	0.8208139999999999	0.31017	0.9839700000000001	0.508657	-0.684425	-0.385741	0.31017	0.9274469999999999	-0.811425
ENSMUSG00000026819	-0.22166599999999997	-0.7365189999999999	-0.73415	-1.1033899999999999	1.19746	1.2526899999999999	-0.168268	-0.0661842	-1.31477	1.19746	-0.643157	1.4826700000000002
ENSMUSG00000026822	2.68443	0.151703	-2.36394	2.43776	1.4990299999999999	6.34096	-2.73738	-4.84618	0.515656	1.4990299999999999	1.56831	3.65617
ENSMUSG00000026866	0.44552200000000003	1.77062	-1.95208	2.23962	1.3125799999999999	1.35711	1.03357	-0.0540244	-1.22275	1.3125799999999999	1.59659	0.91033
ENSMUSG00000026880	1.06914	-0.172484	0.0554736	0.010131	0.41797399999999996	1.0227700000000002	-0.16910899999999998	-0.614455	0.0420606	0.41797399999999996	0.47923000000000004	-0.0444856
ENSMUSG00000026971	0.35027800000000003	0.0710624	0.263428	0.144676	-0.360935	-0.27176500000000003	-0.8510139999999999	-0.0987055	1.17678	-0.360935	0.043332800000000005	-0.6238520000000001
ENSMUSG00000026981	2.82593	-0.223617	-0.212982	2.16215	0.29933200000000004	2.7431900000000002	1.91429	-2.45085	-2.36252	0.29933200000000004	2.2431900000000002	-0.08144739999999999
ENSMUSG00000026984	1.94196	0.0	0.0	17.7993	0.0766418	2.63997	19.4439	-2.57151	-19.5331	0.0766418	22.5162	0.696855
ENSMUSG00000027009	1.37647	-0.30795100000000003	-0.10344600000000001	0.7677430000000001	0.657225	1.06869	0.551388	-0.422212	-0.9724139999999999	0.657225	1.31764	-0.30645
ENSMUSG00000027073	2.1926900000000002	0.927507	17.5747	3.67579	1.16592	0.97631	19.4439	0.173807	-3.1625	1.16592	22.5162	-1.21546
ENSMUSG00000027074	0.88236	-0.42528299999999997	-0.149181	0.150902	0.274266	1.1782	-0.335443	-0.913868	-0.249425	0.274266	0.272064	0.299428
ENSMUSG00000027078	0.80311	-0.32209299999999996	-0.262819	0.06735419999999999	0.804342	1.81635	-0.0762668	-1.02029	-0.519375	0.804342	0.605121	1.01704
ENSMUSG00000027111	0.23629099999999997	0.23652399999999998	-0.136183	0.515429	0.528529	1.05505	0.235237	-0.535022	-0.14390799999999998	0.528529	0.9040299999999999	0.82085
ENSMUSG00000027219	3.38599	1.42935	0.315362	0.701508	1.3532600000000001	1.89202	1.74737	-0.547245	-0.012872399999999999	1.3532600000000001	2.36591	-1.4895100000000001
ENSMUSG00000027239	-0.22937600000000002	0.885051	0.058546900000000006	1.07676	0.00892736	0.156922	0.584283	-0.158399	0.349378	0.00892736	1.1401700000000001	0.385027
ENSMUSG00000027249	-0.94286	-0.0506191	1.82392	0.25395100000000004	-1.16136	-1.4323	-1.1195	0.259444	2.88154	-1.16136	0.913172	-0.492684
ENSMUSG00000027298	0.836282	0.197679	-0.7006100000000001	0.296822	0.8219049999999999	1.7120799999999998	-0.0361386	-0.899294	-0.47698900000000005	0.8219049999999999	0.414264	0.8774489999999999
ENSMUSG00000027322	3.5116199999999997	-0.0859857	-0.273477	1.92408	1.50839	1.99148	0.563816	-0.49206099999999997	-0.9350940000000001	1.50839	3.15404	-1.51783
ENSMUSG00000027333	0.55988	-0.0220988	0.379402	-0.0691588	0.015324100000000002	1.4379	0.287273	-1.4311200000000002	0.0600327	0.015324100000000002	0.32167199999999996	0.8831530000000001
ENSMUSG00000027360	-0.110143	0.49211000000000005	0.448155	0.477419	0.012798700000000001	1.42984	0.588021	-1.42325	0.343072	0.012798700000000001	0.934499	1.5411299999999999
ENSMUSG00000027368	1.7805099999999998	0.0867393	-0.44658400000000004	0.65617	0.786552	2.0617099999999997	-0.508141	-1.28591	0.137686	0.786552	0.9921979999999999	0.28531999999999996
ENSMUSG00000027377	0.9418559999999999	-0.128467	-0.13125599999999998	0.14821199999999998	0.810933	2.35018	0.445017	-1.5469700000000002	-0.715777	0.810933	0.8239110000000001	1.41064
ENSMUSG00000027398	0.837418	-0.434804	0.201491	0.691973	0.125371	2.23772	-0.782594	-2.11773	0.540164	0.125371	1.01475	1.39784
ENSMUSG00000027435	1.05702	-0.297123	0.07972689999999999	0.275328	0.256402	1.38164	-0.276131	-1.13378	0.0493786	0.256402	0.6073970000000001	0.327606
ENSMUSG00000027513	-0.23675700000000002	-0.276779	-1.10017	-0.916193	1.71872	1.43432	0.18976800000000002	0.27408899999999997	-1.57738	1.71872	-0.300763	1.67908
ENSMUSG00000027555	0.672079	-0.112882	-0.0473024	0.632482	0.30346300000000004	1.4456200000000001	-0.260029	-1.15069	0.0911861	0.30346300000000004	0.8848290000000001	0.775814
ENSMUSG00000027559	-0.8361790000000001	-0.947732	1.75761	-0.10794300000000001	0.42266899999999996	-2.14878	0.08033799999999999	2.55836	0.719639	0.42266899999999996	2.0684	-1.3164799999999999
ENSMUSG00000027577	-0.154003	-0.060214699999999996	0.121121	-0.162937	-0.37477	-1.0148	0.0234542	0.6296149999999999	0.027802099999999996	-0.37477	-0.42061800000000005	-0.861823
ENSMUSG00000027750	0.342868	-0.8335370000000001	0.51139	0.84654	0.476833	-0.7641319999999999	0.349463	1.23137	-0.6818569999999999	0.476833	1.83055	-1.1111
ENSMUSG00000027762	0.116354	0.07411489999999998	0.0129392	0.00832688	-0.739005	-1.1366399999999999	0.114672	0.38661999999999996	-0.0375486	-0.739005	-0.721468	-1.2536
ENSMUSG00000027843	1.21603	-0.117977	1.3323	-0.18854500000000002	0.769716	1.34714	0.8883700000000001	-0.586828	0.316942	0.769716	1.9097099999999998	0.132446
ENSMUSG00000027858	0.669863	0.188402	-0.36595700000000003	0.37506300000000004	0.371659	1.32999	0.385235	-0.967038	-0.572357	0.371659	0.376598	0.659957
ENSMUSG00000027875	1.83139	1.30359	-4.58449	2.18241	2.1548599999999998	2.85164	-0.0310923	-0.7089439999999999	-3.25927	2.1548599999999998	-0.25107399999999996	1.03147
ENSMUSG00000027907	0.296102	0.12035699999999999	-0.27371999999999996	-0.021934099999999998	0.487129	1.33592	-0.0870392	-0.8568120000000001	-0.0757633	0.487129	0.187826	1.0415
ENSMUSG00000027962	1.42764	0.265783	-0.12606099999999998	1.8839	0.491568	2.10358	0.794312	-1.6206200000000002	-0.665235	0.491568	2.24506	0.676088
ENSMUSG00000027967	-0.763595	-0.265455	1.69818	-1.1946	-1.04643	-2.9708	1.04505	1.9148	0.375616	-1.04643	-0.545908	-2.20951
ENSMUSG00000027995	1.80644	-0.36894899999999997	0.051246900000000005	0.493468	0.704856	1.7918900000000002	-0.0533293	-1.09555	-0.274876	0.704856	1.2454	-0.013781
ENSMUSG00000028001	2.7273	0.498395	-1.9414	0.8491620000000001	1.45878	3.46599	-0.8210790000000001	-2.0163900000000003	-0.629416	1.45878	0.362925	0.748545
ENSMUSG00000028037	1.04459	-0.49689799999999995	0.0447901	-0.189816	0.630258	0.671655	-0.431616	-0.0510037	-0.030643200000000002	0.630258	0.481202	-0.37339
ENSMUSG00000028088	-0.331851	-0.28884	0.600689	-0.686886	-0.536813	-1.31738	0.0379079	0.769908	0.263625	-0.536813	-0.626572	-0.9857809999999999
ENSMUSG00000028195	-0.28881999999999997	0.156182	-0.242921	1.29806	-0.801986	0.31278	0.496026	-1.1224399999999999	-0.5926939999999999	-0.801986	0.249	0.600342
ENSMUSG00000028214	0.6580779999999999	-0.348099	-0.167248	0.259845	0.5062270000000001	1.9857799999999999	-0.8484719999999999	-1.4883899999999999	0.322167	0.5062270000000001	0.594771	1.33156
ENSMUSG00000028222	-0.869031	0.08257189999999999	0.544768	0.10609400000000001	-0.555358	-1.39469	0.269948	0.830644	0.347292	-0.555358	0.0914672	-0.527075
ENSMUSG00000028262	0.354258	1.62344	0.381332	2.58406	1.78425	1.5908	3.25584	0.187351	-1.25852	1.78425	4.745430000000001	1.22758
ENSMUSG00000028268	1.42046	-0.663712	0.129848	0.0987942	1.02262	1.51809	0.299259	-0.5049859999999999	-0.8429969999999999	1.02262	1.24746	0.09909069999999999
ENSMUSG00000028270	1.86535	-0.590178	0.938264	-0.0817341	0.34259	1.2846	1.1440299999999999	-0.951997	-0.806334	0.34259	1.19551	-0.577441
ENSMUSG00000028327	0.734502	-0.10357100000000001	0.625831	0.013960399999999998	-0.19923	0.430792	-0.691656	-0.640704	1.20576	-0.19923	0.436446	-0.301054
ENSMUSG00000028337	0.11959700000000001	-1.51875	1.2374399999999999	-1.2138799999999998	0.16353399999999998	0.348112	-0.409294	-0.195949	0.11888	0.16353399999999998	0.18420999999999998	0.233917
ENSMUSG00000028341	0.46962299999999996	-0.433307	0.894941	0.75222	0.12263299999999999	2.38668	1.02461	-2.27178	-0.571971	0.12263299999999999	1.76605	1.9226
ENSMUSG00000028364	0.725374	-0.32639	-0.131962	0.7303689999999999	0.631332	2.0892	-0.16759200000000002	-1.46356	-0.30135700000000004	0.631332	1.22533	1.35816
ENSMUSG00000028370	0.716484	0.027999700000000002	-0.212983	0.553737	0.714477	1.12115	-0.47414700000000004	-0.41550200000000004	0.279097	0.714477	1.0514299999999999	0.404361
ENSMUSG00000028480	1.3419999999999999	-0.109425	0.347721	1.07671	0.30353600000000003	2.57108	0.24246399999999999	-2.27487	-0.012589200000000002	0.30353600000000003	1.7239099999999998	1.23043
ENSMUSG00000028494	0.7406689999999999	0.0403533	-0.45650100000000005	-0.0648387	0.171406	1.43563	-0.113222	-1.27594	-0.312384	0.171406	-0.35330500000000004	0.7043050000000001
ENSMUSG00000028497	0.617764	-0.0154661	0.109125	0.115744	0.9277790000000001	0.550928	0.07293560000000002	0.367373	0.010266899999999999	0.9277790000000001	1.1485	-0.06652539999999998
ENSMUSG00000028525	0.47754300000000005	0.054120600000000005	-0.406646	0.32459699999999997	0.319013	1.29565	-0.348898	-0.984727	-0.014078499999999999	0.319013	0.232961	0.819113
ENSMUSG00000028528	-0.469008	-0.0722195	0.20741300000000001	-0.284252	-0.6107819999999999	-1.08279	-0.0131563	0.46165600000000007	0.13810699999999998	-0.6107819999999999	-0.6911619999999999	-0.614251
ENSMUSG00000028555	0.61928	0.500142	0.197469	-0.0811943	1.59386	1.8097599999999998	0.41947299999999993	-0.223892	0.266108	1.59386	1.70609	1.18852
ENSMUSG00000028571	-0.524147	-0.333787	0.400627	-0.41919700000000004	-0.9611790000000001	-2.0057	-0.0421237	1.03411	0.09913419999999999	-0.9611790000000001	-0.983533	-1.4839200000000001
ENSMUSG00000028581	2.02006	-0.47032299999999994	0.037261300000000004	0.6984630000000001	0.612687	1.59099	0.412326	-0.987749	-0.8553459999999999	0.612687	1.34435	-0.426361
ENSMUSG00000028583	0.528203	0.21412399999999998	-0.528374	0.662255	0.8703569999999999	2.5706599999999997	0.062398699999999994	-1.70738	-0.385835	0.8703569999999999	1.00055	2.04513
ENSMUSG00000028599	1.47345	-0.382405	0.321573	0.640223	0.344222	1.3251700000000002	0.481626	-0.9919540000000001	-0.552563	0.344222	1.3019	-0.14459
ENSMUSG00000028654	0.153264	-0.0265361	1.03797	0.34763299999999997	0.0837697	-0.252456	0.960411	0.325952	0.0427447	0.0837697	1.46565	-0.40621999999999997
ENSMUSG00000028655	-0.49257	-0.514315	1.26225	-1.3131	0.30191100000000004	-0.405945	-0.204002	0.699523	0.9399049999999999	0.30191100000000004	0.24803899999999998	0.0871492
ENSMUSG00000028680	-0.296575	0.0404341	1.32595	-0.451058	0.27234400000000003	1.23393	1.23078	-0.9714020000000001	0.12240899999999999	0.27234400000000003	1.14339	1.5377299999999998
ENSMUSG00000028715	1.7918900000000002	2.80876	-5.13026	3.40233	2.46913	3.6161	0.134995	-1.15581	-2.46572	2.46913	0.737005	1.8284099999999999
ENSMUSG00000028776	0.559281	-0.06351409999999999	0.06791160000000002	-0.0813779	0.366033	1.44123	-0.0899933	-1.08292	0.08451410000000001	0.366033	0.34868899999999997	0.8845930000000001
ENSMUSG00000028836	-0.48048599999999997	-0.0772434	0.15429400000000001	-0.404585	-0.286344	-1.1094600000000001	0.138922	0.812483	-0.07230980000000001	-0.286344	-0.5401859999999999	-0.6276619999999999
ENSMUSG00000028843	0.9219139999999999	0.0583903	-0.108748	0.328317	0.471492	1.19699	0.0467093	-0.735341	-0.10659	0.471492	0.687291	0.279925
ENSMUSG00000028859	1.66868	-0.47987299999999994	-0.466761	0.830441	0.9481069999999999	3.80764	-0.129451	-2.8657	-0.8264670000000001	0.9481069999999999	1.30787	2.14305
ENSMUSG00000028862	0.770089	0.088746	-0.00503543	-0.11052000000000001	0.66382	3.37296	0.394997	-2.71699	-0.321386	0.66382	0.544895	2.61199
ENSMUSG00000028874	1.61645	0.0601321	-0.195699	0.963082	0.401909	1.3774899999999999	0.375156	-0.985094	-0.521287	0.401909	1.16562	-0.23586300000000002
ENSMUSG00000028970	0.977773	1.3944	-1.71375	1.48284	0.870286	1.6099	0.21524699999999997	-0.749283	-0.543505	0.870286	0.635808	0.636113
ENSMUSG00000029084	1.7933299999999999	-0.581828	0.24797600000000003	-0.09267189999999999	0.446427	1.10619	-0.0672426	-0.67055	-0.275659	0.446427	0.597871	-0.682375
ENSMUSG00000029086	0.415185	0.45575299999999996	-0.182649	0.640347	0.834176	1.141	0.31337600000000004	-0.315382	-0.0495304	0.834176	1.28785	0.725835
ENSMUSG00000029096	1.08749	-1.40498	0.598857	0.694222	1.1369	1.15424	-0.448441	-0.0269887	-0.36852199999999996	1.1369	2.42536	0.06543500000000001
ENSMUSG00000029135	0.5556939999999999	0.128675	-0.361128	0.45741499999999996	0.404873	1.6865299999999999	-0.327938	-1.2903799999999999	0.0849539	0.404873	0.49724300000000005	1.13495
ENSMUSG00000029188	0.40783800000000003	0.223712	-0.536025	1.15113	0.466287	1.91792	0.028311700000000002	-1.45929	-0.350684	0.466287	1.07701	1.50939
ENSMUSG00000029204	2.06039	0.957048	-1.21222	1.7154	0.854125	1.56925	0.88466	-0.7254659999999999	-1.1497	0.854125	1.3532899999999999	-0.489331
ENSMUSG00000029299	2.41933	-0.6281220000000001	0.683696	-0.42443800000000004	0.21275100000000002	0.496616	0.5434060000000001	-0.294087	-0.49991499999999994	0.21275100000000002	0.46806800000000004	-1.92067
ENSMUSG00000029304	1.6219	0.309098	-0.708252	1.18008	0.8729520000000001	0.0	-0.39071500000000003	0.0	-0.017197900000000002	0.8729520000000001	1.34094	0.0
ENSMUSG00000029311	-0.7065359999999999	-0.421493	0.6702779999999999	-0.7326199999999999	-1.05156	-1.54243	-0.433525	0.480079	0.672284	-1.05156	-1.11742	-0.833449
ENSMUSG00000029321	0.7852600000000001	-0.187667	0.680067	-0.0434931	0.553075	2.84223	0.450859	-2.29903	0.030733499999999997	0.553075	1.18618	2.06522
ENSMUSG00000029322	1.14066	0.0537503	-0.268393	0.488887	0.743691	2.0239	0.130148	-1.28908	-0.354489	0.743691	0.9604219999999999	0.8867799999999999
ENSMUSG00000029335	0.437622	-0.07819569999999999	-0.115729	0.279738	1.18706	1.42595	-0.310789	-0.24624200000000002	0.10749600000000001	1.18706	1.34709	0.98388
ENSMUSG00000029368	0.302212	0.274214	-1.034	-0.00942784	0.351103	-0.018206599999999996	0.160841	0.359566	-0.9304399999999999	0.351103	-0.695891	-0.319407
ENSMUSG00000029372	0.07031169999999999	0.48485	-0.246246	0.921528	1.27878	2.25421	0.286466	-0.9813370000000001	-0.058250199999999995	1.27878	1.9511599999999998	2.1886400000000004
ENSMUSG00000029373	3.35123	0.367419	0.272363	0.797226	0.767421	3.46405	-0.5239050000000001	-2.7027400000000004	1.15515	0.767421	1.8323200000000002	0.116158
ENSMUSG00000029380	1.78177	0.41506800000000005	-1.06677	1.42888	1.2116	3.43215	0.720853	-2.23054	-1.3838	1.2116	1.5699299999999998	1.65448
ENSMUSG00000029417	2.37445	-0.5487310000000001	0.977066	0.11925799999999999	0.312508	1.1194899999999999	2.17271	-0.818926	-1.75432	0.312508	1.40509	-1.25078
ENSMUSG00000029468	1.56926	-0.232767	0.644988	0.193867	0.367259	1.30257	1.02139	-0.9450629999999999	-0.619841	0.367259	1.20187	-0.264723
ENSMUSG00000029552	0.244459	-0.135489	-0.212941	-0.020596299999999998	0.363821	1.01385	-0.567822	-0.659054	0.209829	0.363821	0.126458	0.771881
ENSMUSG00000029561	1.2917299999999998	-0.660787	-0.386367	0.356269	0.48629700000000003	0.85503	0.00551081	-0.3791	-1.06289	0.48629700000000003	0.452068	-0.436722
ENSMUSG00000029570	1.4636	-0.6292300000000001	0.26115900000000003	-0.26113800000000004	0.44696400000000003	0.8999010000000001	-0.345995	-0.46428100000000005	-0.0322084	0.44696400000000003	0.44293599999999994	-0.560294
ENSMUSG00000029602	-0.0808206	1.28037	-1.5615	1.98715	1.8473099999999998	1.8965599999999998	0.370938	-0.05936369999999999	-0.66281	1.8473099999999998	2.26861	1.97665
ENSMUSG00000029641	0.8277209999999999	-0.334294	0.11867899999999999	0.10502	0.393542	1.6643400000000002	-0.044079400000000005	-1.2782	-0.180828	0.393542	0.6129100000000001	0.837132
ENSMUSG00000029659	0.776613	-0.5819949999999999	0.11633800000000001	1.8845299999999998	0.835283	2.33207	1.01635	-1.50292	-1.48819	0.835283	2.83217	1.5511
ENSMUSG00000029752	0.308409	-0.262435	-0.21369899999999997	-0.155397	0.607924	1.9609999999999999	-0.45333500000000004	-1.36016	-0.0312539	0.607924	0.235161	1.6530799999999999
ENSMUSG00000029762	0.745858	-0.197155	-0.679285	0.6926260000000001	0.375745	1.89923	0.0321321	-1.53211	-0.917811	0.375745	0.384833	1.15503
ENSMUSG00000029811	0.554108	0.198511	-0.42136999999999997	1.8536599999999999	0.33155300000000004	1.5341799999999999	-0.22313400000000003	-1.21065	-0.010504600000000001	0.33155300000000004	1.7598200000000002	0.975225
ENSMUSG00000029816	0.38234	0.22744899999999998	1.35629	1.06185	1.8185900000000002	1.39514	1.4088	0.416275	0.166627	1.8185900000000002	4.23252	1.00895
ENSMUSG00000029832	0.0467031	-0.777083	0.477386	-0.0821287	1.19844	0.9441229999999999	0.7042109999999999	0.245169	-1.01423	1.19844	1.5897700000000001	0.895905
ENSMUSG00000029919	1.8950099999999999	0.0665769	-0.742383	1.22512	0.670737	0.9814459999999999	-0.259312	-0.319729	-0.425857	0.670737	1.14941	-0.9156059999999999
ENSMUSG00000030047	2.0424599999999997	0.14618499999999998	-0.444324	0.44505600000000006	0.706277	1.2064700000000002	-0.457661	-0.510306	0.148855	0.706277	0.702818	-0.833614
ENSMUSG00000030074	0.560829	-0.21128899999999998	0.247995	1.79741	0.39214699999999997	0.964513	0.580263	-0.578847	-0.555085	0.39214699999999997	2.43277	0.398095
ENSMUSG00000030124	1.9032900000000001	1.52176	-0.0741422	1.56128	1.6247	1.14964	3.27454	0.46173000000000003	-1.84022	1.6247	3.10827	-0.750894
ENSMUSG00000030142	1.98311	0.09812860000000001	-0.387153	0.376335	0.214098	3.95769	-0.871458	-3.7488300000000003	0.571595	0.214098	0.200266	1.97652
ENSMUSG00000030144	3.1404900000000002	0.20518499999999998	0.43371000000000004	0.790246	1.38341	6.15453	2.23109	-4.774369999999999	-1.6002399999999999	1.38341	2.60356	3.01536
ENSMUSG00000030148	3.22753	-1.02481	-0.143497	0.649201	0.7097319999999999	1.49801	0.0972957	-0.79767	-1.27576	0.7097319999999999	1.21157	-1.72681
ENSMUSG00000030187	2.9390400000000003	-1.09578	0.8635649999999999	-0.096984	0.309684	1.91366	-0.225144	-1.61227	-0.0170393	0.309684	1.0722	-1.02234
ENSMUSG00000030208	1.19967	-0.170986	-0.196517	0.391307	0.0460395	1.71755	-0.292821	-1.6795400000000003	-0.0850521	0.0460395	0.236794	0.5194529999999999
ENSMUSG00000030214	1.7700799999999999	-0.538934	0.0913511	0.375327	0.13824	0.9832799999999999	-0.11919500000000001	-0.855193	-0.33832399999999996	0.13824	0.600635	-0.785469
ENSMUSG00000030218	0.7062039999999999	-0.36880799999999997	-0.648838	1.2548700000000002	0.129436	0.9154049999999999	-0.0748217	-0.795339	-0.952108	0.129436	0.7314970000000001	0.209287
